file,method,label,source,difficulty,sampler_think,temp_think,sampler_code,temp_code,top_p,top_k,alpha,max_tokens,n_tasks,n_samples,completion_rate,truncation_rate,malformed_rate,near_cap_rate,mean_think_tokens,median_think_tokens,p90_think_tokens,mean_think_tokens_completed,median_think_tokens_completed,mean_think_chars,conditional_correctness,pass@1,pass@5,pass@10,cov@0.3,cov@0.5
pless_norm_think_t1.0_t1.0.jsonl,pless_norm,pless_norm (t1.0),ATCODER,interview,pless_norm (t1.0),1.0,pless_norm (t1.0),1.0,1.0,0,,32768,25,250,0.66,0.004,0.336,0.0,5895.764,5441.0,10626,6320.715151515152,6090,22338.28,0.17575757575757575,0.11599999999999999,0.19,0.2,16.0,12.0
pless_think_t1.0_t1.0.jsonl,pless,pless (t1.0),ATCODER,interview,pless (t1.0),1.0,pless (t1.0),1.0,1.0,0,,32768,25,250,0.58,0.012,0.408,0.008,6056.356,5303.5,9862,6288.31724137931,5963,22685.936,0.13793103448275862,0.08,0.17317460317460318,0.2,16.0,8.0
