file,method,label,source,difficulty,sampler_think,temp_think,sampler_code,temp_code,top_p,top_k,alpha,max_tokens,n_tasks,n_samples,completion_rate,truncation_rate,malformed_rate,near_cap_rate,mean_think_tokens,median_think_tokens,p90_think_tokens,mean_think_tokens_completed,median_think_tokens_completed,mean_think_chars,conditional_correctness,pass@1,pass@5,pass@10,cov@0.3,cov@0.5
pless_norm_think_t1.0_t1.0.jsonl,pless_norm,pless_norm (t1.0),ATCODER,interview,pless_norm (t1.0),1.0,pless_norm (t1.0),1.0,1.0,0,,32768,252,2520,0.9781746031746031,0.015873015873015872,0.005952380952380952,0.015873015873015872,10077.676587301587,8625.5,18727,9739.53752535497,8511,35106.16825396825,0.665314401622718,0.6507936507936508,0.7831947593852354,0.8055555555555556,75.39682539682539,69.44444444444444
pless_think_t1.0_t1.0.jsonl,pless,pless (t1.0),ATCODER,interview,pless (t1.0),1.0,pless (t1.0),1.0,1.0,0,,32768,252,2520,0.9813492063492063,0.014682539682539682,0.003968253968253968,0.014682539682539682,10058.490873015873,8537.0,18514,9733.818034775577,8469,34910.88253968254,0.6655883542256369,0.6531746031746032,0.7827380952380952,0.8134920634920635,74.60317460317461,68.65079365079364
