file,method,label,source,difficulty,sampler_think,temp_think,sampler_code,temp_code,top_p,top_k,alpha,max_tokens,n_tasks,n_samples,completion_rate,truncation_rate,malformed_rate,near_cap_rate,mean_think_tokens,median_think_tokens,p90_think_tokens,mean_think_tokens_completed,median_think_tokens_completed,mean_think_chars,conditional_correctness,pass@1,pass@5,pass@10,cov@0.3,cov@0.5
pless_norm_think_t1.0_t1.0.jsonl,pless_norm,pless_norm (t1.0),ATCODER,interview,pless_norm (t1.0),1.0,pless_norm (t1.0),1.0,1.0,0,,32768,252,2520,0.9718253968253968,0.0,0.028174603174603175,0.0,2041.5242063492065,1479.0,4271,2056.2221314822377,1495,7719.636111111111,0.5373621886484279,0.5222222222222224,0.730993323255228,0.7817460317460317,65.87301587301587,56.74603174603175
pless_think_t1.0_t1.0.jsonl,pless,pless (t1.0),ATCODER,interview,pless (t1.0),1.0,pless (t1.0),1.0,1.0,0,,32768,252,2520,0.969047619047619,0.0003968253968253968,0.030555555555555555,0.0003968253968253968,2103.256349206349,1485.5,4471,2109.112203112203,1487.0,7918.6853174603175,0.5343980343980343,0.5178571428571429,0.7171359284454523,0.7619047619047619,65.07936507936508,55.55555555555556
